f_crop,f_prod_system,f_region,x0_crops
"Lentils, dry",organic,311,0
"Lentils, dry",organic,312,0
"Lentils, dry",organic,321,0
"Lentils, dry",organic,322,0
"Lentils, dry",organic,411,0
"Lentils, dry",organic,421,0
"Lentils, dry",organic,422,0
"Lentils, dry",organic,431,0
"Lentils, dry",organic,511,0
"Lentils, dry",organic,512,0
"Lentils, dry",organic,513,0
"Lentils, dry",organic,514,0
"Lentils, dry",organic,515,0
"Lentils, dry",organic,521,0
"Lentils, dry",organic,611,0
"Lentils, dry",organic,612,0
"Lentils, dry",organic,621,0
"Lentils, dry",organic,622,0
"Lentils, dry",organic,711,0
"Lentils, dry",organic,731,0
"Lentils, dry",organic,811,28.5030196
"Lentils, dry",organic,812,10.258733
"Lentils, dry",organic,813,0
"Lentils, dry",organic,814,0
"Lentils, dry",organic,821,0
"Lentils, dry",organic,831,0
"Lentils, dry",organic,911,3.888145161
"Lentils, dry",organic,912,11.40717742
"Lentils, dry",organic,913,0
Lettuce and spinach,conventional,1011,18.47128229
Lettuce and spinach,conventional,111,0.236641096
Lettuce and spinach,conventional,1111,640.0097037
Lettuce and spinach,conventional,1112,14.53767394
Lettuce and spinach,conventional,112,0.477422624
Lettuce and spinach,conventional,1121,175.7006826
Lettuce and spinach,conventional,1122,0.597900113
Lettuce and spinach,conventional,1123,42.2347877
Lettuce and spinach,conventional,1124,3.801812133
Lettuce and spinach,conventional,1131,0.160280112
Lettuce and spinach,conventional,1211,473.07914
Lettuce and spinach,conventional,1212,28.88952398
Lettuce and spinach,conventional,1213,4.166647259
Lettuce and spinach,conventional,1214,49.06776033
Lettuce and spinach,conventional,1215,9.680955662
Lettuce and spinach,conventional,1216,80.16129049
Lettuce and spinach,conventional,1221,0.640213599
Lettuce and spinach,conventional,1222,203.1381992
Lettuce and spinach,conventional,1311,3.50453994
Lettuce and spinach,conventional,1321,5.923588903
Lettuce and spinach,conventional,1322,0.021493339
Lettuce and spinach,conventional,1331,3.602563373
Lettuce and spinach,conventional,1411,0.050737827
Lettuce and spinach,conventional,1412,0.20528356
Lettuce and spinach,conventional,1421,0.063365081
Lettuce and spinach,conventional,1511,0.10116121
Lettuce and spinach,conventional,1512,0.014762608
Lettuce and spinach,conventional,1521,0.0376138
Lettuce and spinach,conventional,1522,0.005391788
Lettuce and spinach,conventional,1611,0.024047023
Lettuce and spinach,conventional,1612,0.59776542
Lettuce and spinach,conventional,1613,0.206745356
Lettuce and spinach,conventional,1614,0.36419228
Lettuce and spinach,conventional,1615,3.569242155
Lettuce and spinach,conventional,1616,0.369080231
Lettuce and spinach,conventional,1617,0.036508043
Lettuce and spinach,conventional,1621,0.053681619
Lettuce and spinach,conventional,1622,0.989846644
Lettuce and spinach,conventional,1623,3.832475248
Lettuce and spinach,conventional,1711,0.486071386
Lettuce and spinach,conventional,1712,0.092543269
Lettuce and spinach,conventional,1713,0.09254418
Lettuce and spinach,conventional,1721,0
Lettuce and spinach,conventional,1722,0.101602462
Lettuce and spinach,conventional,1723,0.102657215
Lettuce and spinach,conventional,1724,0.136396338
Lettuce and spinach,conventional,1811,0.003642327
Lettuce and spinach,conventional,1812,0
Lettuce and spinach,conventional,1813,4.21E-05
Lettuce and spinach,conventional,1821,0
Lettuce and spinach,conventional,1911,0.005163549
Lettuce and spinach,conventional,1912,0.000146477
Lettuce and spinach,conventional,1921,0.103915363
Lettuce and spinach,conventional,1922,1.0978198
Lettuce and spinach,conventional,2011,1.71691731
Lettuce and spinach,conventional,2012,1.599466624
Lettuce and spinach,conventional,2019,0
Lettuce and spinach,conventional,2111,0.140610145
Lettuce and spinach,conventional,2121,0.338520847
Lettuce and spinach,conventional,2122,0.035324312
Lettuce and spinach,conventional,2211,0.00336253
Lettuce and spinach,conventional,2212,0
Lettuce and spinach,conventional,2221,0.05536114
Lettuce and spinach,conventional,2311,0.993937131
Lettuce and spinach,conventional,2312,0
Lettuce and spinach,conventional,2319,0
Lettuce and spinach,conventional,2331,0
Lettuce and spinach,conventional,2411,0
Lettuce and spinach,conventional,2412,0
Lettuce and spinach,conventional,2413,0
Lettuce and spinach,conventional,2414,0
Lettuce and spinach,conventional,2415,0
Lettuce and spinach,conventional,2419,0
Lettuce and spinach,conventional,2511,0
Lettuce and spinach,conventional,2512,0
Lettuce and spinach,conventional,2519,0
Lettuce and spinach,conventional,2521,0
Lettuce and spinach,conventional,311,1.23726166
Lettuce and spinach,conventional,312,0.031404665
Lettuce and spinach,conventional,321,3.499048133
Lettuce and spinach,conventional,322,0.967594913
Lettuce and spinach,conventional,411,0.173469327
Lettuce and spinach,conventional,421,3.435734354
Lettuce and spinach,conventional,422,0.36795936
Lettuce and spinach,conventional,431,0.28369069
Lettuce and spinach,conventional,511,0.000647135
Lettuce and spinach,conventional,512,0.007805837
Lettuce and spinach,conventional,513,0.720006261
Lettuce and spinach,conventional,514,0.106574382
Lettuce and spinach,conventional,515,0.155391303
Lettuce and spinach,conventional,521,0.008571491
Lettuce and spinach,conventional,611,0.000399401
Lettuce and spinach,conventional,612,0.000737296
Lettuce and spinach,conventional,621,0.00098799
Lettuce and spinach,conventional,622,0.000153871
Lettuce and spinach,conventional,711,0
Lettuce and spinach,conventional,731,0.626375442
Lettuce and spinach,conventional,811,2.028460747
Lettuce and spinach,conventional,812,0.844151114
Lettuce and spinach,conventional,813,0.001857915
Lettuce and spinach,conventional,814,0.002929337
Lettuce and spinach,conventional,821,0.023039125
Lettuce and spinach,conventional,831,0.257859345
Lettuce and spinach,conventional,911,0.041181602
Lettuce and spinach,conventional,912,0.855023927
Lettuce and spinach,conventional,913,0.090629567
Lettuce and spinach,organic,1011,0.048210144
Lettuce and spinach,organic,111,0.000630643
Lettuce and spinach,organic,1111,34.68956464
Lettuce and spinach,organic,1112,0.782335078
Lettuce and spinach,organic,112,0.001248396
Lettuce and spinach,organic,1121,9.523262147
Lettuce and spinach,organic,1122,0.032407156
Lettuce and spinach,organic,1123,2.289194038
Lettuce and spinach,organic,1124,0.112043295
Lettuce and spinach,organic,1131,0.003769022
Lettuce and spinach,organic,1211,25.64165717
Lettuce and spinach,organic,1212,1.565859086
Lettuce and spinach,organic,1213,0.225839044
Lettuce and spinach,organic,1214,2.659552244
Lettuce and spinach,organic,1215,0.524723509
Lettuce and spinach,organic,1216,4.344872042
Lettuce and spinach,organic,1221,0.034700616
Lettuce and spinach,organic,1222,11.01042008
Lettuce and spinach,organic,1311,0.020613414
Lettuce and spinach,organic,1321,0.043605486
Lettuce and spinach,organic,1322,4.45E-05
Lettuce and spinach,organic,1331,0.02964961
Lettuce and spinach,organic,1411,0.000875128
Lettuce and spinach,organic,1412,0.003540738
Lettuce and spinach,organic,1421,0.001092923
Lettuce and spinach,organic,1511,0.001683079
Lettuce and spinach,organic,1512,0.000254626
Lettuce and spinach,organic,1521,0.000596492
Lettuce and spinach,organic,1522,9.30E-05
Lettuce and spinach,organic,1611,0.000172126
Lettuce and spinach,organic,1612,0.010271868
Lettuce and spinach,organic,1613,0.003565951
Lettuce and spinach,organic,1614,0.005911302
Lettuce and spinach,organic,1615,0.061562408
Lettuce and spinach,organic,1616,0.006365908
Lettuce and spinach,organic,1617,0.004774507
Lettuce and spinach,organic,1621,0.000925902
Lettuce and spinach,organic,1622,0.017072908
Lettuce and spinach,organic,1623,0.066102661
Lettuce and spinach,organic,1711,0.007752066
Lettuce and spinach,organic,1712,0.005273339
Lettuce and spinach,organic,1713,0.000177087
Lettuce and spinach,organic,1721,0
Lettuce and spinach,organic,1722,0.00063914
Lettuce and spinach,organic,1723,0.092102494
Lettuce and spinach,organic,1724,0.000524421
Lettuce and spinach,organic,1811,0.015976234
Lettuce and spinach,organic,1812,0
Lettuce and spinach,organic,1813,0.000817452
Lettuce and spinach,organic,1821,0
Lettuce and spinach,organic,1911,0.000254097
Lettuce and spinach,organic,1912,7.84E-07
Lettuce and spinach,organic,1921,7.16E-05
Lettuce and spinach,organic,1922,0.002632486
Lettuce and spinach,organic,2011,0.008262435
Lettuce and spinach,organic,2012,0.033693919
Lettuce and spinach,organic,2019,0
Lettuce and spinach,organic,2111,0.000165445
Lettuce and spinach,organic,2121,0.000442202
Lettuce and spinach,organic,2122,0.000115679
Lettuce and spinach,organic,2211,1.36E-07
Lettuce and spinach,organic,2212,0
Lettuce and spinach,organic,2221,2.59E-05
Lettuce and spinach,organic,2311,0.002700203
Lettuce and spinach,organic,2312,0
Lettuce and spinach,organic,2319,0
Lettuce and spinach,organic,2331,0
Lettuce and spinach,organic,2411,0
Lettuce and spinach,organic,2412,0
Lettuce and spinach,organic,2413,0
Lettuce and spinach,organic,2414,0
Lettuce and spinach,organic,2415,0
Lettuce and spinach,organic,2419,0
Lettuce and spinach,organic,2511,0
Lettuce and spinach,organic,2512,0
Lettuce and spinach,organic,2519,0
Lettuce and spinach,organic,2521,0
Lettuce and spinach,organic,311,0.003091345
Lettuce and spinach,organic,312,7.85E-05
Lettuce and spinach,organic,321,0.008975633
Lettuce and spinach,organic,322,0.002640252
Lettuce and spinach,organic,411,0.000150438
Lettuce and spinach,organic,421,0.005747902
Lettuce and spinach,organic,422,0.000254427
Lettuce and spinach,organic,431,0.000320754
Lettuce and spinach,organic,511,1.21E-06
Lettuce and spinach,organic,512,1.42E-05
Lettuce and spinach,organic,513,0.001287425
Lettuce and spinach,organic,514,0.000190563
Lettuce and spinach,organic,515,0.000277851
Lettuce and spinach,organic,521,1.38E-05
Lettuce and spinach,organic,611,7.33E-08
Lettuce and spinach,organic,612,2.11E-08
Lettuce and spinach,organic,621,3.78E-08
Lettuce and spinach,organic,622,1.29E-08
Lettuce and spinach,organic,711,0
Lettuce and spinach,organic,731,0.010511546
Lettuce and spinach,organic,811,0.007750082
Lettuce and spinach,organic,812,0.00325102
Lettuce and spinach,organic,813,7.16E-06
Lettuce and spinach,organic,814,1.12E-05
Lettuce and spinach,organic,821,8.09E-05
Lettuce and spinach,organic,831,0.000495935
Lettuce and spinach,organic,911,0.000549384
Lettuce and spinach,organic,912,0.011406473
Lettuce and spinach,organic,913,0.001209046
"Lettuce, greenhouse",conventional,1011,1.631365562
"Lettuce, greenhouse",conventional,111,106.2191124
"Lettuce, greenhouse",conventional,1111,2890.01199
"Lettuce, greenhouse",conventional,1112,65.44944208
"Lettuce, greenhouse",conventional,112,228.5235061
"Lettuce, greenhouse",conventional,1121,793.3896569
"Lettuce, greenhouse",conventional,1122,2.699862964
"Lettuce, greenhouse",conventional,1123,190.7143628
"Lettuce, greenhouse",conventional,1124,15.51922009
"Lettuce, greenhouse",conventional,1131,0.664627879
"Lettuce, greenhouse",conventional,1211,2136.224465
"Lettuce, greenhouse",conventional,1212,130.45282
"Lettuce, greenhouse",conventional,1213,18.81480932
"Lettuce, greenhouse",conventional,1214,221.5691651
"Lettuce, greenhouse",conventional,1215,43.71508397
"Lettuce, greenhouse",conventional,1216,361.9743409
"Lettuce, greenhouse",conventional,1221,2.890932693
"Lettuce, greenhouse",conventional,1222,917.2858286
"Lettuce, greenhouse",conventional,1311,0
"Lettuce, greenhouse",conventional,1321,7.151787438
"Lettuce, greenhouse",conventional,1322,0.003168477
"Lettuce, greenhouse",conventional,1331,11.48270828
"Lettuce, greenhouse",conventional,1411,0.756187127
"Lettuce, greenhouse",conventional,1412,3.059507966
"Lettuce, greenhouse",conventional,1421,0.944381376
"Lettuce, greenhouse",conventional,1511,1.471159004
"Lettuce, greenhouse",conventional,1512,0.220019159
"Lettuce, greenhouse",conventional,1521,0.494617483
"Lettuce, greenhouse",conventional,1522,0.080358201
"Lettuce, greenhouse",conventional,1611,0.354837431
"Lettuce, greenhouse",conventional,1612,8.908421784
"Lettuce, greenhouse",conventional,1613,3.081294292
"Lettuce, greenhouse",conventional,1614,5.422428657
"Lettuce, greenhouse",conventional,1615,53.19532062
"Lettuce, greenhouse",conventional,1616,5.500703057
"Lettuce, greenhouse",conventional,1617,0.543614466
"Lettuce, greenhouse",conventional,1621,0.800060851
"Lettuce, greenhouse",conventional,1622,14.75249011
"Lettuce, greenhouse",conventional,1623,57.11849763
"Lettuce, greenhouse",conventional,1711,0
"Lettuce, greenhouse",conventional,1712,0.022372441
"Lettuce, greenhouse",conventional,1713,0
"Lettuce, greenhouse",conventional,1721,0
"Lettuce, greenhouse",conventional,1722,0.229729977
"Lettuce, greenhouse",conventional,1723,0
"Lettuce, greenhouse",conventional,1724,0
"Lettuce, greenhouse",conventional,1811,0.040045213
"Lettuce, greenhouse",conventional,1812,0
"Lettuce, greenhouse",conventional,1813,0
"Lettuce, greenhouse",conventional,1821,0
"Lettuce, greenhouse",conventional,1911,0
"Lettuce, greenhouse",conventional,1912,0
"Lettuce, greenhouse",conventional,1921,0
"Lettuce, greenhouse",conventional,1922,0
"Lettuce, greenhouse",conventional,2011,0
"Lettuce, greenhouse",conventional,2012,0
"Lettuce, greenhouse",conventional,2019,0
"Lettuce, greenhouse",conventional,2111,0
"Lettuce, greenhouse",conventional,2121,0
"Lettuce, greenhouse",conventional,2122,0
"Lettuce, greenhouse",conventional,2211,0
"Lettuce, greenhouse",conventional,2212,0
"Lettuce, greenhouse",conventional,2221,0
"Lettuce, greenhouse",conventional,2311,0
"Lettuce, greenhouse",conventional,2312,0
"Lettuce, greenhouse",conventional,2319,0
"Lettuce, greenhouse",conventional,2331,0
"Lettuce, greenhouse",conventional,2411,0
"Lettuce, greenhouse",conventional,2412,0
"Lettuce, greenhouse",conventional,2413,0
"Lettuce, greenhouse",conventional,2414,0
"Lettuce, greenhouse",conventional,2415,0
"Lettuce, greenhouse",conventional,2419,0
"Lettuce, greenhouse",conventional,2511,0
"Lettuce, greenhouse",conventional,2512,0
"Lettuce, greenhouse",conventional,2519,0
"Lettuce, greenhouse",conventional,2521,0
"Lettuce, greenhouse",conventional,311,16.45315124
"Lettuce, greenhouse",conventional,312,0.462342594
"Lettuce, greenhouse",conventional,321,669.3534544
"Lettuce, greenhouse",conventional,322,279.1692048
"Lettuce, greenhouse",conventional,411,0
"Lettuce, greenhouse",conventional,421,1275.509762
"Lettuce, greenhouse",conventional,422,0
"Lettuce, greenhouse",conventional,431,61.90274226
"Lettuce, greenhouse",conventional,511,0
"Lettuce, greenhouse",conventional,512,0
"Lettuce, greenhouse",conventional,513,0
"Lettuce, greenhouse",conventional,514,0
"Lettuce, greenhouse",conventional,515,0
"Lettuce, greenhouse",conventional,521,0
"Lettuce, greenhouse",conventional,611,0.005852746
"Lettuce, greenhouse",conventional,612,0
"Lettuce, greenhouse",conventional,621,0
"Lettuce, greenhouse",conventional,622,0
"Lettuce, greenhouse",conventional,711,0
"Lettuce, greenhouse",conventional,731,2.067226468
"Lettuce, greenhouse",conventional,811,0
"Lettuce, greenhouse",conventional,812,0
"Lettuce, greenhouse",conventional,813,0
"Lettuce, greenhouse",conventional,814,0
"Lettuce, greenhouse",conventional,821,0
"Lettuce, greenhouse",conventional,831,0
"Lettuce, greenhouse",conventional,911,0
"Lettuce, greenhouse",conventional,912,0
"Lettuce, greenhouse",conventional,913,0
"Lettuce, greenhouse",organic,1011,10.18115894
"Lettuce, greenhouse",organic,111,662.9008793
"Lettuce, greenhouse",organic,1111,18036.22197
"Lettuce, greenhouse",organic,1112,408.4622034
"Lettuce, greenhouse",organic,112,1426.188091
"Lettuce, greenhouse",organic,1121,4951.450725
"Lettuce, greenhouse",organic,1122,16.84952446
"Lettuce, greenhouse",organic,1123,1190.225713
"Lettuce, greenhouse",organic,1124,96.85361147
"Lettuce, greenhouse",organic,1131,4.147863742
"Lettuce, greenhouse",organic,1211,13331.92345
"Lettuce, greenhouse",organic,1212,814.1405734
"Lettuce, greenhouse",organic,1213,117.4209929
"Lettuce, greenhouse",organic,1214,1382.786873
"Lettuce, greenhouse",organic,1215,272.8206529
"Lettuce, greenhouse",organic,1216,2259.038919
"Lettuce, greenhouse",organic,1221,18.04196797
"Lettuce, greenhouse",organic,1222,5724.672035
"Lettuce, greenhouse",organic,1311,0
"Lettuce, greenhouse",organic,1321,44.63345695
"Lettuce, greenhouse",organic,1322,0.019774088
"Lettuce, greenhouse",organic,1331,71.66222011
"Lettuce, greenhouse",organic,1411,4.719274147
"Lettuce, greenhouse",organic,1412,19.09402625
"Lettuce, greenhouse",organic,1421,5.893772134
"Lettuce, greenhouse",organic,1511,9.181328815
"Lettuce, greenhouse",organic,1512,1.373113472
"Lettuce, greenhouse",organic,1521,3.086849032
"Lettuce, greenhouse",organic,1522,0.501505996
"Lettuce, greenhouse",organic,1611,2.214498311
"Lettuce, greenhouse",organic,1612,55.59640351
"Lettuce, greenhouse",organic,1613,19.22999213
"Lettuce, greenhouse",organic,1614,33.84073396
"Lettuce, greenhouse",organic,1615,331.9856852
"Lettuce, greenhouse",organic,1616,34.32923521
"Lettuce, greenhouse",organic,1617,3.392633389
"Lettuce, greenhouse",organic,1621,4.993084854
"Lettuce, greenhouse",organic,1622,92.0685406
"Lettuce, greenhouse",organic,1623,356.4697675
"Lettuce, greenhouse",organic,1711,0
"Lettuce, greenhouse",organic,1712,0.139623748
"Lettuce, greenhouse",organic,1713,0
"Lettuce, greenhouse",organic,1721,0
"Lettuce, greenhouse",organic,1722,1.433717536
"Lettuce, greenhouse",organic,1723,0
"Lettuce, greenhouse",organic,1724,0
"Lettuce, greenhouse",organic,1811,0.249917421
"Lettuce, greenhouse",organic,1812,0
"Lettuce, greenhouse",organic,1813,0
"Lettuce, greenhouse",organic,1821,0
"Lettuce, greenhouse",organic,1911,0
"Lettuce, greenhouse",organic,1912,0
"Lettuce, greenhouse",organic,1921,0
"Lettuce, greenhouse",organic,1922,0
"Lettuce, greenhouse",organic,2011,0
"Lettuce, greenhouse",organic,2012,0
"Lettuce, greenhouse",organic,2019,0
"Lettuce, greenhouse",organic,2111,0
"Lettuce, greenhouse",organic,2121,0
"Lettuce, greenhouse",organic,2122,0
"Lettuce, greenhouse",organic,2211,0
"Lettuce, greenhouse",organic,2212,0
"Lettuce, greenhouse",organic,2221,0
"Lettuce, greenhouse",organic,2311,0
"Lettuce, greenhouse",organic,2312,0
"Lettuce, greenhouse",organic,2319,0
"Lettuce, greenhouse",organic,2331,0
"Lettuce, greenhouse",organic,2411,0
"Lettuce, greenhouse",organic,2412,0
"Lettuce, greenhouse",organic,2413,0
"Lettuce, greenhouse",organic,2414,0
"Lettuce, greenhouse",organic,2415,0
"Lettuce, greenhouse",organic,2419,0
"Lettuce, greenhouse",organic,2511,0
"Lettuce, greenhouse",organic,2512,0
"Lettuce, greenhouse",organic,2519,0
"Lettuce, greenhouse",organic,2521,0
"Lettuce, greenhouse",organic,311,102.682165
"Lettuce, greenhouse",organic,312,2.885425281
"Lettuce, greenhouse",organic,321,4177.355501
"Lettuce, greenhouse",organic,322,1742.261888
"Lettuce, greenhouse",organic,411,0
"Lettuce, greenhouse",organic,421,7960.305105
"Lettuce, greenhouse",organic,422,0
"Lettuce, greenhouse",organic,431,386.3276707
"Lettuce, greenhouse",organic,511,0
"Lettuce, greenhouse",organic,512,0
"Lettuce, greenhouse",organic,513,0
"Lettuce, greenhouse",organic,514,0
"Lettuce, greenhouse",organic,515,0
"Lettuce, greenhouse",organic,521,0
"Lettuce, greenhouse",organic,611,0.036526293
"Lettuce, greenhouse",organic,612,0
"Lettuce, greenhouse",organic,621,0
"Lettuce, greenhouse",organic,622,0
"Lettuce, greenhouse",organic,711,0
"Lettuce, greenhouse",organic,731,12.90131514
"Lettuce, greenhouse",organic,811,0
"Lettuce, greenhouse",organic,812,0
"Lettuce, greenhouse",organic,813,0
"Lettuce, greenhouse",organic,814,0
"Lettuce, greenhouse",organic,821,0
"Lettuce, greenhouse",organic,831,0
"Lettuce, greenhouse",organic,911,0
"Lettuce, greenhouse",organic,912,0
"Lettuce, greenhouse",organic,913,0
Ley for fodder,conventional,1011,7713.599081
Ley for fodder,conventional,111,6810.110433
Ley for fodder,conventional,1111,3749.414415
Ley for fodder,conventional,1112,5293.292819
Ley for fodder,conventional,112,7590.38798
Ley for fodder,conventional,1121,1690.438386
Ley for fodder,conventional,1122,5753.395081
Ley for fodder,conventional,1123,2649.259067
Ley for fodder,conventional,1124,5779.636402
Ley for fodder,conventional,1131,5603.773488
Ley for fodder,conventional,1211,1123.682165
Ley for fodder,conventional,1212,1791.955801
Ley for fodder,conventional,1213,4422.243657
Ley for fodder,conventional,1214,867.7428623
Ley for fodder,conventional,1215,7062.356074
Ley for fodder,conventional,1216,1452.035593
Ley for fodder,conventional,1221,7124.51237
Ley for fodder,conventional,1222,1915.504743
Ley for fodder,conventional,1311,7340.890139
Ley for fodder,conventional,1321,6622.176568
Ley for fodder,conventional,1322,5134.26407
Ley for fodder,conventional,1331,7767.755598
Ley for fodder,conventional,1411,5355.717014
Ley for fodder,conventional,1412,5367.786121
Ley for fodder,conventional,1421,4235.453065
Ley for fodder,conventional,1511,12233.54556
Ley for fodder,conventional,1512,3582.336263
Ley for fodder,conventional,1521,4883.422202
Ley for fodder,conventional,1522,5490.89806
Ley for fodder,conventional,1611,3194.089515
Ley for fodder,conventional,1612,5198.315695
Ley for fodder,conventional,1613,6752.972123
Ley for fodder,conventional,1614,5153.651518
Ley for fodder,conventional,1615,3013.313214
Ley for fodder,conventional,1616,5415.762918
Ley for fodder,conventional,1617,2618.712306
Ley for fodder,conventional,1621,6143.186348
Ley for fodder,conventional,1622,2046.510901
Ley for fodder,conventional,1623,1784.49388
Ley for fodder,conventional,1711,5049.682905
Ley for fodder,conventional,1712,8068.551711
Ley for fodder,conventional,1713,6321.69773
Ley for fodder,conventional,1721,4740.422155
Ley for fodder,conventional,1722,3926.797119
Ley for fodder,conventional,1723,2550.921434
Ley for fodder,conventional,1724,2932.14423
Ley for fodder,conventional,1811,3879.79261
Ley for fodder,conventional,1812,4540.421491
Ley for fodder,conventional,1813,4013.400683
Ley for fodder,conventional,1821,3696.457391
Ley for fodder,conventional,1911,4430.711441
Ley for fodder,conventional,1912,4558.689772
Ley for fodder,conventional,1921,3864.385144
Ley for fodder,conventional,1922,4364.693155
Ley for fodder,conventional,2011,9467.225926
Ley for fodder,conventional,2012,5662.91521
Ley for fodder,conventional,2019,32.19389718
Ley for fodder,conventional,2111,12968.12084
Ley for fodder,conventional,2121,7406.807751
Ley for fodder,conventional,2122,2595.990554
Ley for fodder,conventional,2211,5862.365519
Ley for fodder,conventional,2212,8540.801801
Ley for fodder,conventional,2221,7720.555547
Ley for fodder,conventional,2311,10961.60758
Ley for fodder,conventional,2312,5161.315039
Ley for fodder,conventional,2319,1392.986757
Ley for fodder,conventional,2331,1510.325782
Ley for fodder,conventional,2411,8606.254758
Ley for fodder,conventional,2412,4442.125681
Ley for fodder,conventional,2413,7478.819563
Ley for fodder,conventional,2414,9144.384321
Ley for fodder,conventional,2415,1904.626685
Ley for fodder,conventional,2419,200.9016111
Ley for fodder,conventional,2511,10503.74183
Ley for fodder,conventional,2512,6212.210808
Ley for fodder,conventional,2519,205.8638012
Ley for fodder,conventional,2521,1182.006258
Ley for fodder,conventional,311,6605.189765
Ley for fodder,conventional,312,5293.56009
Ley for fodder,conventional,321,5124.25822
Ley for fodder,conventional,322,3964.647874
Ley for fodder,conventional,411,6326.819731
Ley for fodder,conventional,421,6838.892377
Ley for fodder,conventional,422,2281.629011
Ley for fodder,conventional,431,8701.311953
Ley for fodder,conventional,511,4400.779892
Ley for fodder,conventional,512,5771.149424
Ley for fodder,conventional,513,2024.534876
Ley for fodder,conventional,514,6296.78898
Ley for fodder,conventional,515,8046.944338
Ley for fodder,conventional,521,7314.467512
Ley for fodder,conventional,611,7114.730618
Ley for fodder,conventional,612,8848.953476
Ley for fodder,conventional,621,9140.803326
Ley for fodder,conventional,622,14304.91399
Ley for fodder,conventional,711,7972.096833
Ley for fodder,conventional,731,5636.091064
Ley for fodder,conventional,811,9146.06237
Ley for fodder,conventional,812,11801.71521
Ley for fodder,conventional,813,4886.063884
Ley for fodder,conventional,814,7904.864891
Ley for fodder,conventional,821,13670.71366
Ley for fodder,conventional,831,9206.666639
Ley for fodder,conventional,911,6674.128159
Ley for fodder,conventional,912,9928.183027
Ley for fodder,conventional,913,7570.902157
Ley for fodder,organic,1011,843.0131913
Ley for fodder,organic,111,1832.614964
Ley for fodder,organic,1111,528.0879369
Ley for fodder,organic,1112,744.2939588
Ley for fodder,organic,112,1937.26829
Ley for fodder,organic,1121,238.0905445
Ley for fodder,organic,1122,810.3394829
Ley for fodder,organic,1123,373.1360688
Ley for fodder,organic,1124,823.9221068
Ley for fodder,organic,1131,828.9259695
Ley for fodder,organic,1211,158.2655131
Ley for fodder,organic,1212,252.3888099
Ley for fodder,organic,1213,622.85287
Ley for fodder,organic,1214,122.2176284
Ley for fodder,organic,1215,994.7006748
Ley for fodder,organic,1216,204.5125974
Ley for fodder,organic,1221,1003.455106
Ley for fodder,organic,1222,269.7901155
Ley for fodder,organic,1311,1056.966324
Ley for fodder,organic,1321,952.964202
Ley for fodder,organic,1322,1039.323701
Ley for fodder,organic,1331,1482.059334
Ley for fodder,organic,1411,2249.502772
Ley for fodder,organic,1412,2254.572027
Ley for fodder,organic,1421,1778.970656
Ley for fodder,organic,1511,4986.665048
Ley for fodder,organic,1512,1504.649206
Ley for fodder,organic,1521,1847.856267
Ley for fodder,organic,1522,2306.281377
Ley for fodder,organic,1611,983.9630779
Ley for fodder,organic,1612,2179.476114
Ley for fodder,organic,1613,2836.376432
Ley for fodder,organic,1614,2103.529462
Ley for fodder,organic,1615,1265.648729
Ley for fodder,organic,1616,2274.723191
Ley for fodder,organic,1617,1105.948975
Ley for fodder,organic,1621,2580.254835
Ley for fodder,organic,1622,859.5734117
Ley for fodder,organic,1623,749.5212912
Ley for fodder,organic,1711,2136.411572
Ley for fodder,organic,1712,3419.890429
Ley for fodder,organic,1713,2672.614895
Ley for fodder,organic,1721,2001.564133
Ley for fodder,organic,1722,1657.874638
Ley for fodder,organic,1723,1103.11645
Ley for fodder,organic,1724,1073.361628
Ley for fodder,organic,1811,1702.355669
Ley for fodder,organic,1812,2002.247839
Ley for fodder,organic,1813,1757.763266
Ley for fodder,organic,1821,1546.029443
Ley for fodder,organic,1911,1581.530498
Ley for fodder,organic,1912,1610.305862
Ley for fodder,organic,1921,1374.808939
Ley for fodder,organic,1922,1584.676016
Ley for fodder,organic,2011,3158.872483
Ley for fodder,organic,2012,1895.637818
Ley for fodder,organic,2019,10.69014013
Ley for fodder,organic,2111,4913.671061
Ley for fodder,organic,2121,2795.202244
Ley for fodder,organic,2122,921.1911243
Ley for fodder,organic,2211,1623.747156
Ley for fodder,organic,2212,2349.175884
Ley for fodder,organic,2221,2455.798476
Ley for fodder,organic,2311,4424.616907
Ley for fodder,organic,2312,2090.866994
Ley for fodder,organic,2319,565.2496752
Ley for fodder,organic,2331,591.27474
Ley for fodder,organic,2411,815.3825346
Ley for fodder,organic,2412,420.8603858
Ley for fodder,organic,2413,708.5659237
Ley for fodder,organic,2414,882.4845212
Ley for fodder,organic,2415,198.7850047
Ley for fodder,organic,2419,19.03402461
Ley for fodder,organic,2511,806.843971
Ley for fodder,organic,2512,476.2452394
Ley for fodder,organic,2519,15.8482332
Ley for fodder,organic,2521,95.02560924
Ley for fodder,organic,311,2391.420289
Ley for fodder,organic,312,1915.746836
Ley for fodder,organic,321,1737.418996
Ley for fodder,organic,322,1266.377397
Ley for fodder,organic,411,2482.919543
Ley for fodder,organic,421,2280.351476
Ley for fodder,organic,422,876.7759857
Ley for fodder,organic,431,3216.011071
Ley for fodder,organic,511,1903.473294
Ley for fodder,organic,512,2663.141645
Ley for fodder,organic,513,954.7588251
Ley for fodder,organic,514,2969.528912
Ley for fodder,organic,515,3794.891959
Ley for fodder,organic,521,3331.597628
Ley for fodder,organic,611,1691.565435
Ley for fodder,organic,612,2116.513012
